Date,Open,High,Low,Close,Volume
2023-02-07,92.38637564628354,92.49384583557892,92.34975207182214,92.38585127631173,5746771
2023-02-08,91.06236328678979,91.07795485432044,91.0423389763104,91.05766522741331,9640145
2023-02-09,91.20951991613451,91.38565848543234,91.0806784718789,91.25452646328243,2756124
2023-02-10,92.05527803651259,92.35281700186272,91.76168156490817,91.99299304327783,1841531
2023-02-11,92.05759928152955,92.19007423120993,91.62346302882536,92.1643613244678,1864645
2023-02-12,92.03447509357744,92.29689616568018,91.67089055869428,92.04871304207957,2428127
2023-02-13,91.75963890966148,92.05806033411992,91.37625608589029,91.74760934649028,6130076
2023-02-14,90.32053123952873,90.48765318493722,90.05634068889881,90.26908735612285,9859690
2023-02-15,89.62040463553703,90.00586073740993,89.37627565145465,89.54924314772813,5254849
2023-02-16,88.97614016758457,89.14190350333524,88.79062078609228,89.08860437676836,8574587
2023-02-17,89.99231518591371,90.18329549385517,89.49849040404568,90.14572660298727,7515350
2023-02-18,90.61711257474559,90.98120695284739,90.4692902968495,90.48934489255574,9336900
2023-02-19,88.75953613839096,89.00728179649406,88.29278898913176,88.72630473719299,2615777
2023-02-20,88.97554005293215,89.39458990480166,88.68620234864595,89.0503887065878,4512664
2023-02-21,88.82042162372372,89.0378352930256,88.44599871657667,88.66530642617147,1973181
2023-02-22,87.9999518892948,88.12315290591435,87.62575559565795,87.98838442586552,2491633
2023-02-23,88.71799043311277,89.12754159194988,88.35672624399403,88.60006071470639,3061774
2023-02-24,89.63781208534334,90.03752002482783,89.1943486181615,89.63106023720233,3790358
2023-02-25,90.76841514880672,91.11576338423394,90.1119894243129,90.56234035631853,4860562
2023-02-26,89.89865691734022,90.0347294859552,89.51226236965917,89.7231228330959,7976610
2023-02-27,89.38901404239678,89.70902579067922,89.25060014377925,89.41391045724468,2765524
2023-02-28,89.84233098374368,90.0228179322137,89.44899872435155,89.74517388864824,2250632
2023-03-01,90.7852566107291,90.83104764739242,90.26453734296226,90.7207190157706,7210715
2023-03-02,90.37840793367855,90.83706472140966,90.13621368342248,90.24154477792531,9526086
2023-03-03,89.95939345520348,90.12429511672097,89.64791016342174,90.0558858012615,4243087
2023-03-04,89.0181559732553,89.4932746501657,88.6337707172092,88.94955082725546,1909711
2023-03-05,87.85918665185976,88.08218953833874,87.38678769196717,87.7533442031748,4711584
2023-03-06,88.38999607692669,88.6584364899883,88.32421223436306,88.565870025569,7913283
2023-03-07,89.80378420287325,90.193060527829,89.4458717205322,89.92211005413982,2619715
2023-03-08,89.64617671478348,90.28657285049769,89.19166045445066,89.85009993255949,3590310
2023-03-09,90.82669214700707,91.2197452736563,90.73685059257194,90.85363283045152,7314768
2023-03-10,91.28702308107874,91.69030365500947,91.09649719303721,91.21526885549915,9324454
2023-03-11,90.72038480610361,91.04977648945896,90.0844515538732,90.57014910089401,9815995
2023-03-12,90.93895418444441,91.28509246670333,90.84105623004768,90.93154470640243,7726451
2023-03-13,92.63244282742552,93.05704065320818,92.0423887261836,92.4695812728684,9064220
2023-03-14,92.29574508793696,92.55858923818803,92.04960615971295,92.43375523375845,2544613
2023-03-15,93.82806064563694,94.24311137139402,93.70444510843535,93.99839888957246,2297638
2023-03-16,91.37309901559306,91.48925850639252,90.9377240649568,91.37865378548271,8134897
2023-03-17,92.23896283475186,92.73279683875019,91.9779036623566,92.20055628985793,8748670
2023-03-18,92.28433388328669,92.75963302793942,92.02692520632185,92.2876033580961,3430525
2023-03-19,91.78185179762625,92.00830941331449,91.60223511292637,91.98859600763024,8439103
2023-03-20,92.07144478021446,92.43314437042359,91.774969354497,92.08035678416574,3456070
2023-03-21,89.96234091951436,90.55541202827268,89.88057898322185,90.09278786956484,9878234
2023-03-22,89.94008323661035,90.03037090917401,89.67757521340145,89.87311598172734,1288859
2023-03-23,90.26688837784877,90.55086099312508,89.74552239207145,90.23022855323909,6008341
2023-03-24,91.61413461934787,92.16586674677463,91.4850679029973,91.7081225979806,5749766
2023-03-25,91.13846568797328,91.20682536899984,90.81009735570264,91.18985237970695,2546236
2023-03-26,90.27543742462487,90.73006891043718,90.11284239251252,90.38135877681377,9982913
2023-03-27,89.87333382350191,90.0282762369155,89.48659726065861,89.87960173322922,5257341
2023-03-28,90.89051808298142,91.35271618066967,90.72956702057212,90.7950038509313,4759834
2023-03-29,91.02518235595743,91.60928408317368,90.54027183341816,91.12375496059099,3627988
2023-03-30,90.64439940837573,91.11653265293245,90.36709998613213,90.59399475682395,6477093
2023-03-31,91.05423642810005,91.34436929826603,90.93621119642683,91.1072621899373,9592974
2023-04-01,91.12505245605911,91.63536106478,91.0883040823941,91.20433973928534,1502420
2023-04-02,92.16228169382278,92.59525942908577,92.077402741279,92.17298472981824,6529046
2023-04-03,91.36740740369893,91.6304818725625,91.10752042942093,91.47093163594087,2679161
2023-04-04,91.08790455880839,91.55772722641845,90.91940297059274,91.14326948934311,1660902
2023-04-05,90.63137354695208,90.7696651535687,90.21693186401077,90.75116133621096,8562116
2023-04-06,89.48411890137046,89.78225384061149,89.07220262624793,89.28764638807883,2538112
2023-04-07,89.58729302034058,89.70229743898443,89.4594095288496,89.58376666514341,2726676
2023-04-08,89.77484938652404,89.90510538021194,89.46627689322203,89.8448219373233,2685996
2023-04-09,89.8713333850392,89.9098099858538,89.49654678552304,89.84993539396577,4246417
2023-04-10,89.60411545562152,89.96349264852968,89.52059450167106,89.61534826059061,2352144
2023-04-11,88.17788055858688,88.36991500042423,88.09407095044271,88.1999775185402,2551330
2023-04-12,87.84074886577919,88.20313225154356,87.76099648230807,87.77933219577484,1971248
2023-04-13,87.51236845025281,87.54504662065227,87.06841667171526,87.43661767924807,5657851
2023-04-14,86.5812902952654,86.79198557894176,86.2493880314545,86.63434041002645,7695306
2023-04-15,86.41547287429597,86.74280034454812,86.17815743642106,86.47305469836044,6378750
2023-04-16,86.84960038545981,87.27246713759446,86.4275151609752,86.87710555517498,3607411
2023-04-17,88.53309933991194,88.92266770785153,88.13026426343691,88.7632914563855,2693439
2023-04-18,88.7863501629975,89.25081495743585,88.49367298079912,88.93786926921734,2831094
2023-04-19,89.33210708668457,89.77509596080267,88.76128401968349,89.19541965994011,4437172
2023-04-20,89.28547051552407,89.59340210961523,89.01805313915555,89.12097374417394,7919875
2023-04-21,87.17729892491927,87.31868226625173,87.12133911522041,87.2022025288749,6923361
2023-04-22,87.23334434973125,87.24554474050953,87.04081384766718,87.17568865342568,2963571
2023-04-23,87.26704387882107,87.70209331577153,87.20737543532206,87.23591886336672,6542511
2023-04-24,90.00704905669753,90.01768376212272,89.43357621185147,89.699160975852,9985826
2023-04-25,89.61875750221434,90.05610833855644,89.0384971649234,89.50680001107088,4815144
2023-04-26,89.79555559425641,90.0728159204181,89.77588382392216,89.80834735340449,4436252
2023-04-27,89.67808153963921,90.2431694329557,89.6170265826342,89.77363558369925,1817052
2023-04-28,88.44431291405397,89.00434916396655,88.21821339991224,88.60495754607972,8596585
2023-04-29,89.76812672418146,90.26709377944813,89.28084285183078,89.74778036059473,7269324
2023-04-30,90.42407831875308,90.67506930100737,90.2660002662647,90.49971339328151,2428080
2023-05-01,91.14851996936478,91.67433948479011,90.89490256502059,91.29074534032455,3521279
2023-05-02,90.31670059710555,90.58232334233443,90.29591416758035,90.38135788552981,8503888
2023-05-03,91.67599739610448,92.02409000661787,91.60182579562343,91.78415219646591,7119848
2023-05-04,90.5510152971809,90.86476802879008,89.88898607219421,90.38230113367364,3726016
2023-05-05,91.05732220316885,91.49416076026202,90.4865988792559,90.96915822747391,2244289
2023-05-06,93.15881658915222,93.65165558788354,93.15634659868502,93.15961385328389,1442939
2023-05-07,92.3170719420422,92.70120864897446,91.69317163544157,92.1690775281532,4282972
2023-05-08,91.61051662931517,91.81940002039883,91.28321982964266,91.60277979855042,9692832
2023-05-09,91.61630274350524,91.9131096647766,91.18234359624523,91.70243116363807,5414473
2023-05-10,91.35126791724883,91.72005906804328,90.97158558170494,91.19895550952187,3711793
2023-05-11,89.7021830828242,89.82157165570835,89.39049406416612,89.64829207845574,3319124
2023-05-12,89.61313043782911,89.77209210982745,89.36870714770065,89.71685505326175,4923227
2023-05-13,88.6355174717273,88.83186241835605,88.30208534295424,88.65455133953566,3073290
2023-05-14,89.04058194483237,89.27176326599788,88.97075631745422,89.12814377017084,3518970
2023-05-15,88.0704395628406,88.35687359616503,88.05545276790427,88.20871953593704,4889877
2023-05-16,89.85127169570774,89.96807557123269,89.60468897015897,89.75865394095457,2727408
2023-05-17,89.16634231266535,89.18738890748354,88.62306026725001,88.97540064861833,3801742
2023-05-18,88.51348237503073,88.66227609977936,88.41255564896926,88.65333913241265,2055675
2023-05-19,89.52315327345138,90.0170144683194,89.13014013311988,89.46685634978233,7016854
2023-05-20,88.17092777643619,88.4498786002163,87.68597175338255,88.23599203334837,8436754
2023-05-21,88.41473942957604,88.65561529153234,88.36778907168133,88.46345196795251,1965188
2023-05-22,89.71135532981104,90.11041836358147,89.37505427069848,89.77059472223493,3161088
2023-05-23,88.07671241070572,88.27223843160624,87.85483730105344,88.1631114876737,9018006
2023-05-24,88.35259750900049,88.8275781009756,87.91367421901725,88.34774534620601,3320484
2023-05-25,88.52453312881333,89.00080064766222,88.43595823408964,88.60762814045444,5105223
2023-05-26,89.41649669480972,89.46120219596585,89.04313803611866,89.38945101223175,1487510
2023-05-27,88.14747649040874,88.36129068924612,87.72841884558468,88.15250030135365,7354986
2023-05-28,86.80814888358275,87.27160284205046,86.33584177384573,86.83204368826938,8609964
2023-05-29,87.26322888768212,87.82635126503199,86.92160487353729,87.35398525388628,6795250
2023-05-30,87.59329279406263,87.8846706827444,87.34470541205842,87.65096992711946,5055447
2023-05-31,87.97700190004791,88.28370759465327,87.59253915736474,87.90146277746534,2673879
2023-06-01,88.29800270572476,88.38151967877079,87.81345849472297,88.24791098696232,2780752
2023-06-02,87.47013074090398,88.06347057845232,87.18482586758456,87.56788626538383,4293331
2023-06-03,87.81007319308776,87.92590904377948,87.78494643269642,87.80013996254483,4764455
2023-06-04,88.16835114818069,88.63971703524825,87.62773808809003,88.09321243584351,8253817
2023-06-05,87.21192048970501,87.70368434231332,86.86715711418923,87.37886101781714,5335518
2023-06-06,89.29897154819989,89.60283994563932,88.90637883607327,89.2446355289619,9791690
2023-06-07,89.6522060739791,89.97481270538194,89.54436849778024,89.71846844987368,9589747
2023-06-08,88.58422481953036,88.69955972538924,88.19772221755471,88.52716495267104,6222798
2023-06-09,89.10739264565062,89.27198257730763,88.91046044282353,89.18371856130487,4904722
2023-06-10,88.02854868101109,88.31927999561263,87.70293219249034,88.20903689107755,6215622
2023-06-11,88.83336725103169,89.08934062589213,88.7800707358777,88.99612149482,7879771
2023-06-12,90.15952556849354,90.54931780527691,89.82579442152588,90.1547170738274,9481209
2023-06-13,89.36000700564784,89.53506963523121,88.83432789259037,89.3340347554757,4175684
2023-06-14,90.20697922220957,90.32633222300171,90.18287320277929,90.29741088472001,1629085
2023-06-15,90.77405105753425,91.25860237260466,90.22160471954585,90.71019181165651,7071845
2023-06-16,91.36609996542411,91.97414491413272,91.16264598506268,91.53225197165101,3518638
2023-06-17,93.42243697444022,93.89292109590255,92.9870602492716,93.42904495430494,1603103
2023-06-18,93.06255521832584,93.6811107496253,92.67136247629671,93.18365683830208,2989968
2023-06-19,92.36473706316438,92.51686829855434,92.08122893267105,92.4299206739446,6303943
2023-06-20,91.5451461114507,91.74326712090203,91.1711816396934,91.54040624431906,6497191
2023-06-21,90.63855462282523,91.10371519720567,90.19929684217455,90.72459595935362,2257008
2023-06-22,90.60903869551655,90.99550455896642,90.40696853469103,90.64749424993953,7473507
2023-06-23,91.0892755056776,91.16622345884753,90.82512964397455,90.98864622475617,8437693
2023-06-24,91.20764783713388,91.6732535865815,90.87385114435209,91.2653370240862,6137997
2023-06-25,92.17608948432871,92.28830977024704,91.68859730215158,92.0925202731222,8270518
2023-06-26,91.99255147953434,92.21743097241142,91.61140891214603,92.10552216500011,6511934
2023-06-27,93.61203665994897,93.88052387139568,93.16014941772812,93.55905624215744,9173321
2023-06-28,93.43855627098526,93.7350262384061,93.07660775151301,93.29439940891947,8899284
2023-06-29,95.76740412549637,96.304611679428,95.35848701740886,96.0145685755091,2003171
2023-06-30,96.56054639772705,96.68597934197298,96.50044187004175,96.6402359232741,8214938
2023-07-01,95.84078557957588,96.27951601089107,95.5108338178774,95.78307836685782,3900737
2023-07-02,94.69188133019242,94.84498589009107,94.68900199994336,94.71218586879671,2370485
2023-07-03,95.23177287137702,95.29653033201842,95.03236536908976,95.19465828403989,8045900
2023-07-04,94.91079698004246,95.41556953864853,94.72756621260676,94.97119549871404,2681076
2023-07-05,95.69385497155342,96.17168072066829,95.4871096470015,95.68519599280613,9501598
2023-07-06,96.14286589384047,96.5894974260124,95.79513229049553,96.15843361737967,6312399
2023-07-07,96.20238291088879,96.60714094825123,95.89132565408764,96.08560470472281,1981883
2023-07-08,95.26425307098452,95.59187406130404,95.01446417534314,95.2388109866544,2668321
2023-07-09,93.75772402817606,94.03315271348063,93.60519169653136,93.72396376196853,4293705
2023-07-10,93.23626111328927,93.32094218985722,93.0496352174746,93.27744880990151,7154512
2023-07-11,94.08508698181774,94.33807421076033,93.97145216818616,94.13384760422498,4759505
2023-07-12,94.30468552957323,94.53428560686135,94.26808756768901,94.34794134835519,9415414
2023-07-13,93.14164778388103,93.27152467576119,92.8004782729525,93.1022025696432,6418952
2023-07-14,93.23328504741235,93.63709355233867,92.89917864813485,93.27538349549438,5609688
2023-07-15,93.68967836091286,93.93761622845226,93.35095570221841,93.66070087522323,5264423
2023-07-16,92.98438351888663,93.02490662684045,92.5450964171218,92.77684343902209,9181883
2023-07-17,93.01768101531079,93.1277726162857,92.740675654878,92.93056854496761,9306681
2023-07-18,92.95617491019682,93.33040664524341,92.52450808541091,92.98877726341361,8170837
2023-07-19,91.96592835779938,92.00399378754453,91.58626607301488,91.845806965583,2519603
2023-07-20,92.16278678862912,92.62919778295566,91.92319584981425,92.20359432593128,2750740
2023-07-21,92.56056639878173,93.01195211580651,92.54774536587851,92.76437885229952,1863403
2023-07-22,93.74662146438305,94.08772338413812,93.57599755056998,93.84743009547479,1885421
2023-07-23,94.7141529554071,95.19743603983945,94.52405514601418,94.90123214750969,5278384
2023-07-24,93.48841143114848,93.93590326251518,93.28900004070003,93.5235627795526,6495671
2023-07-25,92.58757957755644,92.76148418150754,92.29565155502381,92.58573773963748,1978836
2023-07-26,93.26841673807367,93.6074248143532,92.8339717334827,93.10077300684614,4223522
2023-07-27,93.64725169513477,93.93011767713267,93.31060641136162,93.61455895775835,3217181
2023-07-28,94.10769659118351,94.2631207791491,93.72525496041244,94.1296066440644,9568438
2023-07-29,98.06527869283747,98.50459368601504,97.57584526536107,97.98233813471911,2556518
2023-07-30,98.33211511451148,98.95194165621574,97.97305357639823,98.55322864541228,3659083
2023-07-31,99.71235574140374,100.04158165873295,99.21103243761542,99.68879428559288,5113640
2023-08-01,100.71988256847479,101.14517343302191,100.6336797577479,100.64279604908609,5500398
2023-08-02,101.1463286758139,101.72783440087179,101.04843968297213,101.29418730039188,5877708
2023-08-03,101.09329346007223,101.44747494842974,100.97513661826247,100.97891805575154,8880317
2023-08-04,101.77173691699424,102.19024358117608,101.4141499191675,101.7378872762448,9281447
2023-08-05,100.92353327031715,101.31379779254188,100.47451799584216,100.96506206170723,4895958
2023-08-06,100.79152164157786,101.13159202745801,100.60650230667908,100.72824345496723,8076042
2023-08-07,100.46994919291856,100.77925488202615,99.77936263473997,100.24287990713812,9839765
2023-08-08,100.34294067203028,100.7192989918091,100.29462035137965,100.32475404652443,2265898
2023-08-09,102.66423467182798,102.74353722447452,102.17219459979519,102.63941261319795,3120539
2023-08-10,100.72621133065218,101.21258280020567,100.55039998703236,100.7721474206062,1880412
2023-08-11,101.37342317403423,101.89432937485333,101.32271275980962,101.45840761098071,6947148
2023-08-12,99.92872532144548,99.94334896296276,99.6027558601979,99.84569173979106,4231185
2023-08-13,99.28815149141074,99.78666824928402,99.15976320755048,99.37375987400164,8319764
2023-08-14,100.46986709469094,100.53430202842766,100.32027401998803,100.462710470969,9706483
2023-08-15,100.47922474538795,100.69454991719404,100.3255797629248,100.52699049006446,6923098
2023-08-16,99.49714369470979,99.8688978228556,99.04773276321882,99.44924571213515,2228337
2023-08-17,98.76730821340388,98.84768816142804,98.46436136453755,98.73394200287518,1484814
2023-08-18,99.51729374623565,99.92627725829519,99.25788590223186,99.41353975180986,9359922
2023-08-19,98.63217148020725,99.0992402090716,98.32700458855179,98.68317312009272,4690583
2023-08-20,98.87264421614536,99.15336557655512,98.51456887903376,98.8996317096747,2599908
2023-08-21,98.84732717800027,98.94839648543693,98.7110151776335,98.94520354957851,3164412
2023-08-22,98.24917387596508,98.43712226856016,98.04239932520241,98.2936032019727,6309792
2023-08-23,100.4752773406025,100.78374079979038,100.37660424462955,100.43754729129802,3353847
2023-08-24,101.14716517528056,101.63775826429428,100.98089163884869,101.07146631361603,3892478
2023-08-25,98.95410719454065,99.36223049046676,98.61354826755816,99.04632372695842,2984117
2023-08-26,99.31973863373842,99.4496404242705,99.14205886788004,99.23277804172785,6949852
2023-08-27,98.70655536283995,99.02355821438975,98.30840988512593,98.57099157695946,1029725
2023-08-28,99.46476840207806,99.734761091936,99.06890178089448,99.42342491175569,1888036
2023-08-29,98.8185837545788,99.20850645215437,98.57746571177562,98.63090417332299,3971783
2023-08-30,98.43878881194573,98.56965805126957,98.15513270213127,98.51616773185609,3662761
2023-08-31,98.8966895405054,99.40166896208757,98.76840814865473,99.02115501083655,7524559
2023-09-01,99.70903818011624,100.15754349434472,99.22757474249745,99.88691020500667,3513024
2023-09-02,98.8362182290998,99.3177142310293,98.44484097459092,98.68661379795088,3398083
2023-09-03,98.41754912774535,98.58848521076469,97.94911628722235,98.35211256210994,7536295
2023-09-04,97.87160878385794,98.19347819751596,97.59649551277981,97.87716725094899,4909439
2023-09-05,97.25183488100726,97.71784893376227,97.20213175194786,97.22383801837528,6627745
2023-09-06,98.87674335392654,99.04054712265172,98.56016766612953,98.98929225865638,4911146
2023-09-07,99.63884916757901,100.10746341119723,98.91857229851401,99.39427396961733,2707017
2023-09-08,98.14631213347981,98.49025499463022,97.83258410520912,98.13339001528229,1689556
2023-09-09,99.06219144179755,99.09610997135013,98.64165753262367,99.05125196233706,8288538
2023-09-10,101.24598482173955,101.39646660521296,100.73130492767548,101.17340815934969,3253722
2023-09-11,102.25397434307452,102.60806038739716,102.09183353392638,102.20587341990084,2649729
2023-09-12,100.70889185637473,100.74256715710912,100.58048103399271,100.68650345394683,2116271
2023-09-13,100.12322193553604,100.49335461116871,99.81773144111054,100.20226938108057,4099555
2023-09-14,101.5163273659808,101.68926889445729,101.26366629536385,101.4691805302672,6683797
2023-09-15,100.94971351429592,101.26017127317967,100.34158041321506,100.76151106464842,2681641
2023-09-16,101.33987249741014,101.36274351431639,100.75531893109564,101.20533049279464,1516409
2023-09-17,102.13928320888792,102.5750516119641,101.80325385657262,101.97996454622398,1666165
2023-09-18,101.00191250700277,101.53977855923459,100.88347722751553,101.0530340746459,3788363
2023-09-19,100.89454823655824,101.47794764622694,100.50428547893631,100.9935087185841,5476321
2023-09-20,97.73966268650506,98.12706729438649,97.602259668731,97.75224137851502,4710388
2023-09-21,96.73342622840961,96.79846934847492,96.3165465779239,96.72785373718074,4235192
2023-09-22,96.58470473763467,96.96383633559918,96.26341645896319,96.47528558578757,2935090
2023-09-23,95.05825594085124,95.23979586205212,94.72448099120551,95.22750240382273,4937270
2023-09-24,97.01286873970042,97.02393051546493,96.81214605083703,96.85991370775436,7739013
2023-09-25,95.41397153993582,95.59157743936849,95.10204187759753,95.42977232979372,8089975
2023-09-26,94.947039736102,95.23404943829908,94.72115589673338,94.98972784309674,9805586
2023-09-27,95.01925798285681,95.50567212928674,94.72595375126907,95.12046842038284,2033316
2023-09-28,96.39625604226238,96.9033893977522,96.31224893838994,96.56174170944895,5819075
2023-09-29,95.2081966166657,95.43114796985408,94.75744268579743,95.12587955826952,5742297
2023-09-30,96.29637510714332,96.43318844028416,95.85764477165286,96.28904331042447,4868452
2023-10-01,96.17028028146994,96.79783862152291,96.06191038142455,96.29927637144405,9074037
2023-10-02,95.18825984318974,95.53085837151409,95.14040256542965,95.3177677203961,2312743
2023-10-03,95.74629272473037,96.00556470682422,95.7344734317072,95.77987119465938,8420105
2023-10-04,96.14583304276178,96.22764495335761,95.65794514001121,95.97893089023285,1104195
2023-10-05,95.35275487793768,95.77611878744901,95.0492078598933,95.37871401307405,8008443
2023-10-06,95.29820180275226,95.79535721095482,95.02485309639522,95.44851609806408,6276728
2023-10-07,95.03862819479372,95.17358730759669,94.92265464673572,95.06320250120231,5101036
2023-10-08,95.1494474894788,95.21791036926149,94.95399449152605,95.17671984645357,3165251
2023-10-09,95.56916185668045,96.17910017201196,95.27192368908736,95.8388505209746,8303693
2023-10-10,97.41943785046819,97.75212294426053,97.1710544210386,97.42486733711996,4214850
2023-10-11,96.16395838527225,96.32368160179222,95.67006562516481,96.18705183829312,8983439
2023-10-12,98.38970584943073,98.86513763055594,98.25186533667102,98.32008521294938,9874883
2023-10-13,96.55289302292141,96.62842196881186,96.02042513640308,96.36799741342688,9687479
2023-10-14,96.32886882134606,96.54503622186736,96.01405293433913,96.21621231839129,9268541
2023-10-15,96.77764065582038,97.27633748495965,96.56354084835758,96.80452952487586,3949281
2023-10-16,96.97486880173673,97.29538505107396,96.61606991890764,97.0855213926109,8356061
2023-10-17,96.72015785311528,97.03942082694732,96.11660379712812,96.4628218727903,2294929
2023-10-18,96.26062146583448,96.45941866481587,95.75907162558192,96.25469962243302,3504594
2023-10-19,95.7630916169655,95.90019921813983,95.69750154304714,95.7616986877742,2243294
2023-10-20,95.16992142211897,95.66432275480989,95.1178665974269,95.17233393082998,4567675
2023-10-21,96.0417445039278,96.24641150708533,95.65976661928664,96.02193602785101,8711634
2023-10-22,96.36451547262367,96.82600111565563,96.07532201412046,96.37895151381606,3414802
2023-10-23,95.62867571786738,95.80101922150095,95.49159538458748,95.6860419185554,1443031
2023-10-24,96.53095589986462,96.6921941460012,96.49124621537013,96.58564179398866,7444345
2023-10-25,96.88966598784367,96.90850835630752,96.84683686304545,96.89294131486527,3790373
2023-10-26,97.65146095659084,98.03163684639216,97.20436551925879,97.70580343370422,4916643
2023-10-27,98.26414769736012,98.51969544748972,98.16821403500074,98.33543227562784,8061183
2023-10-28,97.51708028747495,97.94925941239477,97.34475148364801,97.50643726470577,4287058
2023-10-29,96.92075850276672,97.18286117785458,96.80743030165323,96.9462562245088,6510493
2023-10-30,97.84394912849034,98.3280458424477,97.51605167671609,97.69354982963206,1290998
2023-10-31,98.03882311422622,98.39668285291708,98.00411119285317,98.30392009506552,5855920
2023-11-01,98.39216918629361,98.82648077027142,98.02348860564723,98.28301850110137,2828022
2023-11-02,98.52495440365992,98.9132528300558,98.36653960261405,98.40034588441016,7367712
2023-11-03,99.47067175695776,100.0634717025206,99.07049350304658,99.67801078019858,2409854
2023-11-04,99.05217063195471,99.50883100542119,98.9353145909995,99.08643939136275,8997043
2023-11-05,99.59639268593321,100.01404876800429,99.32638672863095,99.63353677253279,1181360
2023-11-06,99.29059295062711,99.74445428091461,98.85055340684639,99.4313441200989,3444026
2023-11-07,99.13588124811258,99.27928535571286,98.81044256358898,99.21366291687167,3515419
2023-11-08,100.20138218431228,100.32870285860449,99.93490329103662,100.31243976885887,6532410
2023-11-09,101.31308316218926,101.7735070860971,100.9756892412892,101.1378561178469,5138286
2023-11-10,102.04493359316227,102.35325875042264,101.78486479731842,101.95136575384753,9333100
2023-11-11,103.38400007050127,103.78226871598936,102.92210108340277,103.25684456100186,7893728
2023-11-12,103.35001560903895,103.59077678479522,102.78077872202404,103.27784840263462,4584197
2023-11-13,103.84689619680786,104.01845546841078,103.51597660188317,103.95980137392958,1311955
2023-11-14,103.59708259070815,103.71212751343741,103.31819088202315,103.64953461733613,3127599
2023-11-15,104.02263842594735,104.36542106956183,103.60837571470493,103.97370096982456,5933594
2023-11-16,103.72134513456768,104.05871086290662,103.48874232842583,103.84355791545688,5835451
2023-11-17,104.01185372346684,104.11211608681701,103.9104827091492,103.9405538804496,5382794
2023-11-18,104.5116783660707,104.78150817925723,104.23052995813174,104.53571090588652,8323494
2023-11-19,103.68000814189809,103.74959469119061,103.2011954996454,103.71749022265304,7699144
2023-11-20,105.88097349515886,106.17195919611605,105.72222602715968,105.80987749833851,5698713
2023-11-21,104.8482864479874,104.98278315020495,104.45885767142848,104.8038601168388,8867791
